Track Name,Album Name,Duration (ms),Explicit,Danceability,Energy,Acousticness,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence
The Man,Lover,190360,FALSE,0.777,0.658,0.0767,0,0.0901,-5.191,0.054,110.048,0.633
London Boy,Lover,190240,FALSE,0.695,0.71,0.0246,0.000104,0.133,-6.639,0.05,157.925,0.557
...Ready For It? - BloodPop Remix,...Ready For It? (BloodPop Remix),189508,FALSE,0.582,0.835,0.133,0,0.102,-4.899,0.222,160.09,0.496
That's When (feat. Keith Urban) (Taylor's Version) (From The Vault),Fearless (Taylor's Version),189495,FALSE,0.588,0.608,0.225,0,0.092,-7.062,0.0365,90.201,0.508
I Can Do It With a Broken Heart - Dombresky Remix,I Can Do It With a Broken Heart (Dombresky Remix),189391,TRUE,0.708,0.913,0.00215,0.0000364,0.193,-5.852,0.0354,128.003,0.349
Bette Davis Eyes - Live/2011,Speak Now World Tour Live,189146,FALSE,0.327,0.488,0.713,0,0.837,-9.287,0.0322,104.46,0.363
Sweet Nothing,Midnights (The Til Dawn Edition),188496,FALSE,0.336,0.161,0.968,0.00011,0.115,-14.973,0.0456,176.48,0.407
September - Recorded at The Tracking Room Nashville,Spotify Singles,187823,FALSE,0.641,0.444,0.412,0.00121,0.179,-6.482,0.0239,107.081,0.588
Lavender Haze - Snakehips Remix,Lavender Haze (Remixes),187510,TRUE,0.693,0.807,0.0705,0.00000509,0.369,-5.212,0.132,109.872,0.443
The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),185422,FALSE,0.528,0.309,0.924,0.0000021,0.282,-7.398,0.0329,133.83,0.307
gold rush,evermore (deluxe version),185320,TRUE,0.512,0.462,0.83,0.166,0.121,-10.491,0.0408,112.05,0.353
willow - dancing witch version (Elvira remix),willow (the witch collection),184819,FALSE,0.43,0.566,0.458,0.0000156,0.536,-10.157,0.28,84.032,0.675
Delicate - Sawyr And Ryan Tedder Mix,Delicate (Sawyr And Ryan Tedder Mix),184281,FALSE,0.692,0.552,0.0242,0.000671,0.0955,-7.41,0.0407,102.001,0.247
Christmases When You Were Mine,The Taylor Swift Holiday Collection,184253,FALSE,0.625,0.206,0.646,0,0.0915,-12.568,0.0285,79.466,0.392
The Albatross,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,183878,FALSE,0.352,0.479,0.655,0,0.0935,-8.942,0.0583,172.013,0.292
illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],183720,FALSE,0.489,0.235,0.883,0,0.113,-10.274,0.0356,117.699,0.435
closure,evermore (deluxe version),180653,FALSE,0.689,0.704,0.835,0.00000483,0.134,-10.813,0.245,151.884,0.92
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],180381,FALSE,0.621,0.415,0.33,0.000112,0.0634,-13.187,0.0543,77.978,0.313
Teardrops on My Guitar - Pop Version,Taylor Swift (Deluxe Edition),179066,FALSE,0.459,0.753,0.0402,0,0.0863,-3.827,0.0537,199.997,0.483
Cruel Summer,Lover,178426,FALSE,0.552,0.702,0.117,0.0000206,0.105,-5.707,0.157,169.994,0.564
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,176316,FALSE,0.627,0.704,0.596,0,0.0598,-3.739,0.0269,98.958,0.457
Midnight Rain,Midnights (The Til Dawn Edition),174782,FALSE,0.604,0.375,0.71,0.0000587,0.116,-11.637,0.0633,137.651,0.203
Lavender Haze - Acoustic Version,Lavender Haze (Acoustic Version),174375,TRUE,0.723,0.564,0.749,0.0000845,0.0838,-11.455,0.0407,97.014,0.726
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,173899,FALSE,0.647,0.872,0.266,0,0.419,-1.953,0.0524,105.798,0.684
I Think He Knows,Lover,173386,FALSE,0.897,0.366,0.00889,0.000353,0.0715,-8.029,0.0569,100.003,0.416
Delicate - Seeb Remix,Delicate (Seeb Remix),173265,FALSE,0.68,0.821,0.0956,0.00315,0.0826,-3.77,0.041,105.986,0.571
Picture To Burn,Taylor Swift (Deluxe Edition),173066,FALSE,0.658,0.877,0.173,0,0.0962,-2.098,0.0323,105.586,0.821
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],171818,FALSE,0.695,0.607,0.212,0,0.102,-8.84,0.0357,118.043,0.394
Lavender Haze - Felix Jaehn Remix,Lavender Haze (Remixes),171562,TRUE,0.771,0.711,0.0343,0.00426,0.352,-6.89,0.196,119.993,0.615
You Need To Calm Down,Lover,171360,FALSE,0.771,0.671,0.00929,0,0.0637,-5.617,0.0553,85.026,0.714
I Forgot That You Existed,Lover,170640,FALSE,0.664,0.316,0.298,0.00000203,0.0812,-10.345,0.519,92.875,0.541
Vigilante Shit,Midnights (The Til Dawn Edition),164801,TRUE,0.872,0.267,0.166,0.0000218,0.123,-10.764,0.387,79.964,0.168
"Carolina - ""Where The Crawdads Sing"" - Video Edition","Carolina (From The Motion Picture ""Where The Crawdads Sing"")",163944,FALSE,0.364,0.185,0.893,0,0.269,-13.045,0.0374,115.727,0.42
Santa Baby,The Taylor Swift Holiday Collection,158600,FALSE,0.759,0.509,0.159,0,0.153,-6.593,0.0271,107.948,0.75
Only The Young - Featured in Miss Americana,Only The Young (Featured in Miss Americana),157507,FALSE,0.56,0.78,0.00244,0,0.0714,-4.895,0.0517,93.516,0.602
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,156297,FALSE,0.661,0.257,0.768,0.00000172,0.176,-13.961,0.045,106.896,0.318
White Christmas,The Taylor Swift Holiday Collection,154000,FALSE,0.562,0.392,0.587,0,0.224,-9.014,0.0287,145.792,0.514
You Need To Calm Down - Clean Bandit Remix,You Need To Calm Down (Clean Bandit Remix),152773,FALSE,0.726,0.88,0.072,0.000462,0.0906,-4.137,0.0581,95.037,0.739
It's Nice To Have A Friend,Lover,150440,FALSE,0.737,0.175,0.971,0.000337,0.171,-9.912,0.0401,70.008,0.545
Glitch,Midnights (The Til Dawn Edition),148781,FALSE,0.677,0.47,0.314,0,0.11,-9.65,0.259,140.881,0.347
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],146436,FALSE,0.8,0.509,0.16,0.0000305,0.0834,-9.386,0.034,109.994,0.0768
I Look in People's Windows,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,131907,FALSE,0.763,0.274,0.69,0,0.164,-11.429,0.0738,90.796,0.385
Blank Space - Voice Memo,1989 (Deluxe),131186,FALSE,0.675,0.234,0.801,0,0.657,-15.064,0.721,127.296,0.578
I Wish You Would - Voice Memo,1989 (Deluxe),107133,FALSE,0.781,0.357,0.717,0,0.185,-16.394,0.912,118.317,0.645
I Want You Back - Live/2011,Speak Now World Tour Live,83253,FALSE,0.536,0.512,0.794,0.000122,0.497,-6.794,0.0341,97.397,0.249
